Invoice ID,City,Customer type,Gender,Product line,Quantity,Sales,Date,Payment
411-77-0180,Yangon,Member,Male,Electronic accessories,7,530.67,3/26/2019,Ewallet
286-01-5402,Yangon,Normal,Female,Sports and travel,7,295.6905,3/30/2019,Cash
803-17-8013,Yangon,Member,Female,Home and lifestyle,8,745.836,2/17/2019,Cash
512-98-1403,Yangon,Member,Female,Electronic accessories,3,83.412,3/21/2019,Ewallet
848-42-2560,Yangon,Normal,Female,Fashion accessories,2,172.011,3/5/2019,Cash
532-59-7201,Mandalay,Member,Male,Sports and travel,6,503.559,1/31/2019,Cash
181-94-6432,Naypyitaw,Member,Male,Fashion accessories,2,145.593,2/5/2019,Ewallet
870-76-1733,Yangon,Member,Female,Food and beverages,5,74.7075,2/1/2019,Credit card
423-64-4619,Yangon,Member,Female,Health and beauty,9,146.9475,3/7/2019,Cash
227-07-4446,Naypyitaw,Member,Female,Electronic accessories,10,820.365,2/10/2019,Cash
174-36-3675,Naypyitaw,Member,Male,Food and beverages,2,208.677,2/14/2019,Cash
428-83-5800,Naypyitaw,Member,Female,Food and beverages,3,66.402,2/9/2019,Cash
603-07-0961,Naypyitaw,Member,Male,Electronic accessories,5,392.6475,1/10/2019,Cash
704-20-4138,Naypyitaw,Member,Female,Health and beauty,7,218.0745,3/11/2019,Credit card
787-15-1757,Naypyitaw,Member,Male,Health and beauty,4,185.094,2/18/2019,Ewallet
649-11-3678,Naypyitaw,Normal,Female,Food and beverages,9,216.6885,2/26/2019,Cash
622-20-1945,Naypyitaw,Normal,Female,Health and beauty,1,41.391,1/18/2019,Cash
372-94-8041,Yangon,Normal,Male,Health and beauty,6,96.138,2/15/2019,Ewallet
563-91-7120,Yangon,Normal,Female,Fashion accessories,5,324.2925,3/8/2019,Cash
746-54-5508,Yangon,Normal,Male,Home and lifestyle,6,135.576,1/17/2019,Credit card
276-54-0879,Mandalay,Normal,Male,Sports and travel,4,410.508,3/12/2019,Ewallet
815-11-1168,Yangon,Member,Male,Food and beverages,5,523.845,3/9/2019,Cash
719-76-3868,Naypyitaw,Member,Male,Food and beverages,4,395.892,3/12/2019,Cash
730-61-8757,Mandalay,Member,Male,Health and beauty,4,214.746,1/25/2019,Credit card
340-66-0321,Yangon,Member,Male,Electronic accessories,4,152.712,3/25/2019,Cash
868-81-1752,Mandalay,Normal,Male,Home and lifestyle,9,208.089,2/7/2019,Cash
634-97-8956,Yangon,Normal,Male,Food and beverages,3,103.635,2/17/2019,Credit card
566-71-1091,Yangon,Normal,Male,Fashion accessories,5,404.355,2/3/2019,Cash
442-48-3607,Yangon,Member,Male,Food and beverages,2,49.308,3/14/2019,Credit card
835-16-0096,Naypyitaw,Member,Male,Sports and travel,5,77.175,3/24/2019,Ewallet
527-09-6272,Yangon,Member,Female,Electronic accessories,5,149.3625,3/21/2019,Credit card
898-04-2717,Yangon,Normal,Male,Fashion accessories,9,721.98,3/19/2019,Ewallet
692-27-8933,Mandalay,Normal,Female,Sports and travel,6,365.085,2/24/2019,Cash
633-09-3463,Naypyitaw,Normal,Female,Electronic accessories,3,150.0975,3/28/2019,Credit card
374-17-3652,Mandalay,Member,Female,Food and beverages,9,404.649,2/5/2019,Credit card
378-07-7001,Mandalay,Member,Male,Electronic accessories,3,151.4835,2/10/2019,Credit card
433-75-6987,Mandalay,Member,Female,Health and beauty,7,411.3795,3/5/2019,Ewallet
873-95-4984,Mandalay,Member,Female,Health and beauty,7,565.215,2/15/2019,Cash
416-13-5917,Naypyitaw,Normal,Female,Food and beverages,5,509.4075,1/30/2019,Ewallet
150-89-8043,Yangon,Normal,Male,Sports and travel,3,140.6475,2/14/2019,Cash
135-84-8019,Yangon,Normal,Female,Fashion accessories,9,736.4385,2/27/2019,Ewallet
441-94-7118,Yangon,Member,Male,Electronic accessories,1,75.5475,2/4/2019,Cash
725-96-3778,Naypyitaw,Member,Female,Home and lifestyle,8,749.7,1/20/2019,Cash
531-80-1784,Yangon,Normal,Male,Electronic accessories,7,191.247,3/28/2019,Cash
400-45-1220,Mandalay,Normal,Female,Health and beauty,10,141.75,2/27/2019,Credit card
860-79-0874,Naypyitaw,Member,Female,Fashion accessories,10,1042.65,2/15/2019,Credit card
834-61-8124,Yangon,Normal,Male,Electronic accessories,7,379.9215,1/26/2019,Cash
115-99-4379,Mandalay,Member,Female,Fashion accessories,7,402.2655,3/14/2019,Credit card
565-67-6697,Mandalay,Member,Male,Home and lifestyle,9,255.15,3/2/2019,Cash
320-49-6392,Naypyitaw,Normal,Female,Electronic accessories,1,31.752,3/4/2019,Cash
889-04-9723,Mandalay,Member,Female,Food and beverages,4,374.388,1/7/2019,Credit card
632-90-0281,Naypyitaw,Normal,Female,Fashion accessories,10,394.275,3/8/2019,Credit card
554-42-2417,Naypyitaw,Normal,Female,Sports and travel,10,1002.12,1/9/2019,Cash
453-63-6187,Mandalay,Normal,Male,Electronic accessories,3,86.625,3/1/2019,Ewallet
578-80-7669,Mandalay,Normal,Male,Sports and travel,1,78.7185,3/16/2019,Cash
612-36-5536,Yangon,Member,Male,Food and beverages,8,680.064,2/17/2019,Credit card
605-72-4132,Naypyitaw,Normal,Female,Food and beverages,8,793.548,2/27/2019,Cash
471-41-2823,Naypyitaw,Normal,Male,Food and beverages,2,209.559,3/7/2019,Ewallet
462-67-9126,Yangon,Normal,Male,Home and lifestyle,6,461.286,1/21/2019,Cash
272-27-9238,Naypyitaw,Normal,Female,Food and beverages,4,173.208,2/19/2019,Cash
834-25-9262,Naypyitaw,Normal,Female,Fashion accessories,4,343.056,1/6/2019,Cash
122-61-9553,Naypyitaw,Normal,Female,Electronic accessories,9,484.974,3/14/2019,Cash
468-88-0009,Yangon,Member,Male,Home and lifestyle,4,276.948,3/24/2019,Cash
613-59-9758,Naypyitaw,Normal,Female,Sports and travel,10,150.78,1/27/2019,Cash
254-31-0042,Yangon,Member,Male,Electronic accessories,9,203.175,3/6/2019,Credit card
201-86-2184,Mandalay,Member,Female,Electronic accessories,7,193.011,2/2/2019,Cash
261-12-8671,Mandalay,Normal,Female,Fashion accessories,2,128.016,1/25/2019,Credit card
730-70-9830,Naypyitaw,Normal,Female,Home and lifestyle,6,441.693,3/14/2019,Ewallet
382-25-8917,Naypyitaw,Normal,Male,Fashion accessories,6,265.104,1/29/2019,Cash
422-29-8786,Yangon,Normal,Female,Home and lifestyle,5,352.2225,1/3/2019,Credit card
667-23-5919,Yangon,Member,Female,Fashion accessories,5,507.675,1/14/2019,Ewallet
843-01-4703,Mandalay,Member,Female,Home and lifestyle,9,334.341,1/5/2019,Credit card
743-88-1662,Naypyitaw,Normal,Male,Sports and travel,7,701.8515,2/22/2019,Ewallet
595-86-2894,Naypyitaw,Member,Male,Fashion accessories,4,407.316,2/6/2019,Ewallet
182-69-8360,Mandalay,Normal,Female,Electronic accessories,4,99.33,1/30/2019,Credit card
289-15-7034,Yangon,Member,Male,Sports and travel,4,345.786,1/11/2019,Credit card
462-78-5240,Naypyitaw,Normal,Female,Electronic accessories,2,55.881,3/19/2019,Cash
868-52-7573,Mandalay,Normal,Female,Food and beverages,5,523.3725,1/14/2019,Cash
153-58-4872,Naypyitaw,Member,Female,Food and beverages,4,314.538,3/1/2019,Ewallet
662-72-2873,Yangon,Normal,Female,Food and beverages,5,214.935,1/6/2019,Ewallet
525-88-7307,Mandalay,Member,Male,Sports and travel,1,79.611,1/31/2019,Cash
689-16-9784,Naypyitaw,Normal,Male,Food and beverages,6,294.651,3/11/2019,Cash
725-56-0833,Yangon,Normal,Female,Health and beauty,10,339.36,2/20/2019,Credit card
394-41-0748,Naypyitaw,Member,Female,Fashion accessories,9,510.9615,1/27/2019,Ewallet
596-42-3999,Mandalay,Normal,Male,Food and beverages,7,133.917,3/10/2019,Credit card
541-89-9860,Naypyitaw,Member,Female,Fashion accessories,3,253.512,2/15/2019,Cash
173-82-9529,Mandalay,Normal,Female,Fashion accessories,10,398.475,1/26/2019,Cash
563-36-9814,Yangon,Member,Male,Electronic accessories,1,80.661,2/13/2019,Ewallet
308-47-4913,Yangon,Member,Female,Sports and travel,10,548.73,3/9/2019,Credit card
885-17-6250,Yangon,Normal,Female,Health and beauty,1,83.727,3/6/2019,Ewallet
726-27-2396,Yangon,Normal,Female,Health and beauty,5,406.875,1/24/2019,Ewallet
316-01-3952,Yangon,Normal,Female,Food and beverages,5,284.9175,3/13/2019,Ewallet
760-54-1821,Mandalay,Normal,Male,Home and lifestyle,9,128.4255,3/15/2019,Cash
793-10-3222,Mandalay,Member,Female,Health and beauty,6,258.678,3/5/2019,Credit card
346-12-3257,Mandalay,Member,Male,Electronic accessories,9,181.818,3/4/2019,Cash
110-05-6330,Naypyitaw,Normal,Female,Food and beverages,6,248.409,3/25/2019,Credit card
651-61-0874,Naypyitaw,Normal,Male,Home and lifestyle,4,194.124,3/12/2019,Credit card
236-86-3015,Naypyitaw,Member,Male,Home and lifestyle,1,14.679,2/4/2019,Ewallet
831-64-0259,Mandalay,Normal,Female,Fashion accessories,5,208.6875,2/22/2019,Ewallet
587-03-7455,Naypyitaw,Member,Female,Fashion accessories,7,718.7565,2/16/2019,Ewallet
882-40-4577,Yangon,Member,Male,Sports and travel,4,282.492,1/19/2019,Credit card
732-67-5346,Yangon,Normal,Male,Food and beverages,5,72.3975,1/11/2019,Credit card
725-32-9708,Mandalay,Member,Female,Fashion accessories,4,288.582,1/4/2019,Cash
256-08-8343,Yangon,Normal,Female,Home and lifestyle,4,237.426,3/4/2019,Ewallet
372-26-1506,Naypyitaw,Normal,Female,Fashion accessories,5,125.055,1/28/2019,Ewallet
244-08-0162,Mandalay,Normal,Female,Health and beauty,10,359.205,1/2/2019,Cash
569-71-4390,Mandalay,Normal,Male,Sports and travel,2,45.927,1/25/2019,Ewallet
132-23-6451,Yangon,Member,Male,Health and beauty,5,110.0925,1/4/2019,Cash
696-90-2548,Yangon,Normal,Male,Sports and travel,3,81.396,3/10/2019,Ewallet
472-15-9636,Yangon,Normal,Male,Home and lifestyle,8,427.812,3/22/2019,Ewallet
268-03-6164,Mandalay,Normal,Male,Health and beauty,1,100.9155,1/25/2019,Ewallet
750-57-9686,Naypyitaw,Normal,Female,Home and lifestyle,4,190.596,1/8/2019,Credit card
186-09-3669,Naypyitaw,Member,Female,Health and beauty,1,85.5855,1/22/2019,Ewallet
848-07-1692,Mandalay,Normal,Female,Health and beauty,2,120.162,1/12/2019,Ewallet
745-71-3520,Yangon,Member,Female,Electronic accessories,7,185.367,2/4/2019,Cash
266-76-6436,Naypyitaw,Member,Female,Food and beverages,3,121.59,3/28/2019,Ewallet
740-22-2500,Naypyitaw,Normal,Female,Electronic accessories,3,264.7575,1/23/2019,Cash
271-88-8734,Naypyitaw,Member,Female,Fashion accessories,10,1020.705,2/8/2019,Credit card
301-81-8610,Mandalay,Member,Male,Fashion accessories,8,213.528,3/19/2019,Credit card
489-64-4354,Naypyitaw,Normal,Male,Fashion accessories,1,17.094,3/9/2019,Cash
198-84-7132,Mandalay,Member,Male,Fashion accessories,9,383.7645,1/2/2019,Cash
269-10-8440,Yangon,Member,Male,Health and beauty,7,390.7995,1/21/2019,Cash
650-98-6268,Mandalay,Member,Female,Food and beverages,3,65.7405,3/20/2019,Credit card
741-73-3559,Mandalay,Normal,Male,Sports and travel,5,353.1675,2/27/2019,Cash
325-77-6186,Yangon,Member,Female,Home and lifestyle,10,951.825,3/8/2019,Ewallet
286-75-7818,Mandalay,Normal,Male,Fashion accessories,2,145.068,1/31/2019,Credit card
574-57-9721,Naypyitaw,Normal,Male,Food and beverages,2,90.867,3/8/2019,Ewallet
459-50-7686,Yangon,Normal,Female,Electronic accessories,6,147.798,1/13/2019,Ewallet
616-87-0016,Mandalay,Normal,Male,Fashion accessories,7,702.219,3/9/2019,Credit card
837-55-7229,Mandalay,Normal,Female,Fashion accessories,1,49.812,2/22/2019,Credit card
751-69-0068,Naypyitaw,Normal,Male,Sports and travel,9,937.818,3/19/2019,Ewallet
257-73-1380,Naypyitaw,Member,Male,Sports and travel,4,348.306,1/20/2019,Ewallet
345-08-4992,Yangon,Normal,Male,Home and lifestyle,6,214.137,3/8/2019,Credit card
549-96-4200,Naypyitaw,Member,Male,Food and beverages,4,71.568,3/8/2019,Ewallet
810-60-6344,Naypyitaw,Normal,Female,Electronic accessories,8,343.224,2/7/2019,Credit card
450-28-2866,Naypyitaw,Member,Male,Food and beverages,5,91.56,1/15/2019,Cash
394-30-3170,Mandalay,Member,Female,Sports and travel,8,742.812,3/22/2019,Credit card
138-17-5109,Yangon,Member,Female,Home and lifestyle,9,843.0345,1/15/2019,Credit card
192-98-7397,Naypyitaw,Normal,Male,Fashion accessories,1,13.419,1/8/2019,Ewallet
301-11-9629,Yangon,Normal,Female,Sports and travel,7,140.385,1/15/2019,Cash
390-80-5128,Mandalay,Member,Female,Health and beauty,1,20.1075,1/28/2019,Credit card
235-46-8343,Naypyitaw,Member,Male,Food and beverages,10,290.43,2/14/2019,Credit card
453-12-7053,Naypyitaw,Normal,Male,Fashion accessories,3,144.081,3/10/2019,Credit card
296-11-7041,Mandalay,Member,Female,Health and beauty,1,28.4235,1/12/2019,Credit card
449-27-2918,Mandalay,Member,Female,Sports and travel,1,41.076,3/26/2019,Credit card
891-01-7034,Mandalay,Normal,Female,Electronic accessories,6,470.673,1/1/2019,Cash
744-09-5786,Mandalay,Normal,Male,Electronic accessories,6,138.663,1/2/2019,Cash
727-17-0390,Yangon,Normal,Female,Food and beverages,5,333.9525,3/16/2019,Ewallet
568-88-3448,Yangon,Normal,Male,Health and beauty,1,26.25,3/3/2019,Ewallet
187-83-5490,Yangon,Member,Male,Electronic accessories,4,87.234,1/31/2019,Cash
767-54-1907,Mandalay,Member,Female,Fashion accessories,5,155.19,2/13/2019,Cash
710-46-4433,Mandalay,Member,Female,Food and beverages,9,731.43,2/15/2019,Credit card
533-33-5337,Mandalay,Normal,Male,Electronic accessories,10,833.595,2/7/2019,Cash
325-90-8763,Naypyitaw,Member,Female,Electronic accessories,10,488.985,1/27/2019,Cash
729-46-7422,Naypyitaw,Normal,Male,Food and beverages,1,37.6845,2/23/2019,Credit card
639-76-1242,Naypyitaw,Normal,Male,Food and beverages,5,212.73,2/3/2019,Cash
234-03-4040,Mandalay,Member,Female,Food and beverages,10,767.025,3/3/2019,Credit card
326-71-2155,Naypyitaw,Normal,Female,Sports and travel,4,310.59,2/3/2019,Cash
320-32-8842,Naypyitaw,Member,Female,Food and beverages,1,23.751,3/17/2019,Cash
470-32-9057,Yangon,Member,Male,Food and beverages,5,269.535,3/28/2019,Credit card
878-30-2331,Naypyitaw,Member,Female,Sports and travel,10,572.775,3/2/2019,Credit card
440-59-5691,Naypyitaw,Member,Female,Health and beauty,7,273.0525,2/8/2019,Credit card
554-53-3790,Mandalay,Normal,Male,Sports and travel,6,233.226,3/22/2019,Cash
746-19-0921,Naypyitaw,Normal,Male,Food and beverages,1,22.659,2/9/2019,Ewallet
233-34-0817,Naypyitaw,Member,Female,Electronic accessories,1,103.782,2/15/2019,Cash
767-05-1286,Naypyitaw,Member,Female,Home and lifestyle,6,527.751,1/23/2019,Ewallet
340-21-9136,Yangon,Member,Female,Sports and travel,4,168.21,1/25/2019,Cash
405-31-3305,Yangon,Member,Male,Fashion accessories,10,452.865,2/2/2019,Credit card
731-59-7531,Mandalay,Member,Male,Health and beauty,8,609.588,3/30/2019,Cash
676-39-6028,Yangon,Member,Female,Electronic accessories,5,338.31,3/30/2019,Cash
502-05-1910,Yangon,Normal,Male,Health and beauty,3,205.317,2/25/2019,Credit card
485-30-8700,Yangon,Normal,Female,Sports and travel,5,174.615,3/18/2019,Credit card
598-47-9715,Naypyitaw,Normal,Male,Electronic accessories,4,353.094,3/7/2019,Ewallet
701-69-8742,Mandalay,Normal,Male,Sports and travel,10,360.885,3/16/2019,Ewallet
575-67-1508,Yangon,Normal,Male,Electronic accessories,1,40.53,1/29/2019,Ewallet
541-08-3113,Naypyitaw,Normal,Male,Food and beverages,8,554.148,2/2/2019,Cash
246-11-3901,Naypyitaw,Normal,Female,Electronic accessories,10,344.4,2/15/2019,Cash
674-15-9296,Yangon,Normal,Male,Sports and travel,5,194.985,1/8/2019,Ewallet
305-18-3552,Mandalay,Member,Male,Home and lifestyle,10,633.99,2/12/2019,Cash
493-65-6248,Naypyitaw,Member,Female,Sports and travel,10,388.29,1/1/2019,Credit card
438-01-4015,Mandalay,Member,Female,Sports and travel,4,207.858,3/21/2019,Ewallet
709-58-4068,Mandalay,Normal,Female,Fashion accessories,10,431.445,2/28/2019,Cash
795-49-7276,Yangon,Normal,Male,Fashion accessories,4,156.03,3/23/2019,Ewallet
556-72-8512,Naypyitaw,Normal,Male,Home and lifestyle,1,24.108,1/30/2019,Cash
627-95-3243,Mandalay,Member,Female,Home and lifestyle,9,734.076,2/4/2019,Ewallet
686-41-0932,Mandalay,Normal,Female,Fashion accessories,2,72.87,3/13/2019,Ewallet
510-09-5628,Yangon,Member,Female,Fashion accessories,10,206.43,3/15/2019,Credit card
608-04-3797,Mandalay,Member,Female,Health and beauty,8,212.688,3/5/2019,Ewallet
148-82-2527,Naypyitaw,Member,Female,Home and lifestyle,10,127.26,3/5/2019,Credit card
437-53-3084,Mandalay,Normal,Male,Fashion accessories,2,209.769,2/26/2019,Ewallet
632-32-4574,Mandalay,Normal,Male,Sports and travel,8,637.728,3/20/2019,Cash
556-97-7101,Naypyitaw,Normal,Female,Electronic accessories,2,132.762,1/1/2019,Cash
862-59-8517,Naypyitaw,Normal,Female,Food and beverages,6,568.512,1/27/2019,Cash
401-18-8016,Mandalay,Member,Female,Sports and travel,1,103.0365,1/21/2019,Cash
420-18-8989,Yangon,Member,Female,Sports and travel,8,432.768,2/2/2019,Cash
277-63-2961,Mandalay,Member,Male,Sports and travel,1,77.6685,2/3/2019,Credit card
573-98-8548,Naypyitaw,Member,Female,Fashion accessories,1,33.495,1/5/2019,Ewallet
620-02-2046,Naypyitaw,Normal,Male,Home and lifestyle,2,145.74,1/27/2019,Ewallet
282-35-2475,Mandalay,Normal,Female,Sports and travel,2,195.951,3/25/2019,Cash
511-54-3087,Mandalay,Normal,Male,Sports and travel,1,92.8725,2/25/2019,Credit card
726-29-6793,Yangon,Member,Male,Electronic accessories,8,203.112,1/28/2019,Ewallet
387-49-4215,Mandalay,Member,Female,Sports and travel,3,152.775,1/8/2019,Cash
862-17-9201,Mandalay,Normal,Female,Food and beverages,6,529.515,1/29/2019,Credit card
291-21-5991,Mandalay,Member,Male,Health and beauty,5,321.7725,3/29/2019,Cash
602-80-9671,Naypyitaw,Member,Female,Home and lifestyle,6,100.485,2/9/2019,Credit card
347-72-6115,Mandalay,Member,Female,Sports and travel,7,666.939,1/16/2019,Credit card
209-61-0206,Yangon,Normal,Female,Home and lifestyle,5,225.2775,1/5/2019,Ewallet
595-27-4851,Yangon,Normal,Female,Fashion accessories,7,398.958,1/27/2019,Ewallet
189-52-0236,Yangon,Normal,Male,Electronic accessories,7,731.6925,3/14/2019,Cash
503-07-0930,Naypyitaw,Member,Male,Sports and travel,7,429.1665,2/23/2019,Credit card
413-20-6708,Naypyitaw,Member,Female,Fashion accessories,1,54.0435,3/18/2019,Ewallet
425-85-2085,Mandalay,Member,Male,Health and beauty,5,288.015,3/29/2019,Ewallet
521-18-7827,Naypyitaw,Member,Male,Home and lifestyle,5,206.7975,1/22/2019,Credit card
220-28-1851,Yangon,Normal,Male,Home and lifestyle,2,72.933,3/1/2019,Ewallet
600-38-9738,Naypyitaw,Member,Male,Sports and travel,5,377.58,1/17/2019,Credit card
734-91-1155,Mandalay,Normal,Female,Electronic accessories,3,143.9865,3/26/2019,Credit card
451-28-5717,Naypyitaw,Member,Female,Home and lifestyle,6,523.971,3/20/2019,Cash
609-81-8548,Yangon,Member,Female,Home and lifestyle,6,235.872,2/6/2019,Credit card
133-14-7229,Naypyitaw,Normal,Male,Health and beauty,2,132.027,1/1/2019,Cash
534-01-4457,Yangon,Normal,Male,Food and beverages,6,514.773,1/27/2019,Credit card
719-89-8991,Yangon,Member,Female,Sports and travel,5,479.9025,2/25/2019,Ewallet
286-62-6248,Mandalay,Normal,Male,Fashion accessories,4,164.682,1/16/2019,Credit card
339-38-9982,Mandalay,Member,Male,Fashion accessories,2,125.706,1/13/2019,Ewallet
827-44-5872,Mandalay,Member,Female,Food and beverages,10,570.78,2/7/2019,Credit card
827-77-7633,Yangon,Normal,Male,Sports and travel,9,926.9505,2/17/2019,Cash
287-83-1405,Yangon,Normal,Male,Health and beauty,6,160.209,2/12/2019,Ewallet
435-13-4908,Yangon,Member,Male,Fashion accessories,8,728.112,1/24/2019,Credit card
857-67-9057,Mandalay,Normal,Male,Electronic accessories,10,240.975,2/6/2019,Ewallet
236-27-1144,Naypyitaw,Normal,Female,Food and beverages,9,154.1295,3/26/2019,Ewallet
892-05-6689,Yangon,Normal,Female,Home and lifestyle,5,148.68,3/11/2019,Ewallet
583-41-4548,Naypyitaw,Normal,Male,Home and lifestyle,7,122.5245,2/7/2019,Ewallet
339-12-4827,Mandalay,Member,Female,Fashion accessories,1,77.658,1/5/2019,Credit card
643-38-7867,Yangon,Normal,Male,Home and lifestyle,1,102.837,3/7/2019,Ewallet
308-81-0538,Yangon,Normal,Female,Fashion accessories,4,306.81,2/25/2019,Credit card
358-88-9262,Naypyitaw,Member,Female,Food and beverages,6,551.124,2/1/2019,Ewallet
460-35-4390,Yangon,Normal,Male,Home and lifestyle,3,96.642,1/22/2019,Ewallet
343-87-0864,Naypyitaw,Member,Male,Health and beauty,1,79.674,1/3/2019,Credit card
173-50-1108,Mandalay,Member,Female,Sports and travel,4,84.756,2/13/2019,Credit card
243-47-2663,Naypyitaw,Member,Male,Electronic accessories,6,118.251,1/28/2019,Credit card
841-18-8232,Mandalay,Normal,Female,Food and beverages,1,74.76,1/5/2019,Credit card
701-23-5550,Mandalay,Member,Male,Home and lifestyle,4,163.002,3/19/2019,Ewallet
647-50-1224,Yangon,Normal,Female,Fashion accessories,10,308.91,1/12/2019,Ewallet
541-48-8554,Yangon,Normal,Male,Sports and travel,9,575.9775,1/7/2019,Credit card
539-21-7227,Mandalay,Normal,Female,Sports and travel,5,270.585,1/26/2019,Cash
213-32-1216,Yangon,Normal,Female,Electronic accessories,6,416.178,1/23/2019,Cash
747-58-7183,Mandalay,Normal,Male,Fashion accessories,3,180.4005,2/9/2019,Ewallet
582-52-8065,Mandalay,Normal,Female,Fashion accessories,9,513.2295,2/22/2019,Cash
210-57-1719,Mandalay,Normal,Female,Health and beauty,9,550.368,2/5/2019,Cash
399-69-4630,Naypyitaw,Normal,Male,Electronic accessories,6,139.923,3/7/2019,Credit card
134-75-2619,Yangon,Member,Male,Electronic accessories,7,142.002,3/25/2019,Cash
356-44-8813,Mandalay,Normal,Male,Home and lifestyle,3,118.062,1/20/2019,Credit card
198-66-9832,Mandalay,Member,Female,Fashion accessories,2,151.284,2/4/2019,Cash
283-26-5248,Naypyitaw,Member,Female,Food and beverages,10,1034.46,1/30/2019,Ewallet
712-39-0363,Yangon,Member,Male,Food and beverages,6,262.458,1/2/2019,Ewallet
218-59-9410,Yangon,Member,Female,Home and lifestyle,3,228.123,3/29/2019,Ewallet
174-75-0888,Mandalay,Normal,Male,Electronic accessories,9,203.931,3/14/2019,Cash
866-99-7614,Naypyitaw,Normal,Male,Food and beverages,10,936.6,2/11/2019,Credit card
134-54-4720,Mandalay,Normal,Female,Electronic accessories,8,356.328,1/30/2019,Ewallet
760-90-2357,Yangon,Member,Male,Electronic accessories,6,469.413,3/20/2019,Ewallet
514-37-2845,Mandalay,Normal,Male,Fashion accessories,2,208.425,3/20/2019,Cash
698-98-5964,Yangon,Normal,Female,Food and beverages,10,852.705,1/17/2019,Credit card
718-57-9773,Naypyitaw,Normal,Female,Sports and travel,10,517.965,2/3/2019,Credit card
651-88-7328,Yangon,Normal,Female,Fashion accessories,9,621.243,1/1/2019,Cash
241-11-2261,Mandalay,Normal,Female,Fashion accessories,7,586.971,1/10/2019,Credit card
408-26-9866,Naypyitaw,Normal,Female,Sports and travel,7,543.753,3/2/2019,Ewallet
834-83-1826,Mandalay,Member,Female,Home and lifestyle,5,430.71,2/25/2019,Credit card
343-61-3544,Mandalay,Member,Male,Sports and travel,10,280.035,1/29/2019,Cash
239-48-4278,Yangon,Member,Male,Food and beverages,7,74.4555,3/10/2019,Ewallet
355-34-6244,Mandalay,Normal,Male,Food and beverages,2,152.019,1/13/2019,Credit card
550-84-8664,Yangon,Normal,Male,Sports and travel,5,451.0275,3/22/2019,Credit card
339-96-8318,Mandalay,Member,Male,Fashion accessories,7,597.6285,3/1/2019,Ewallet
458-61-0011,Mandalay,Normal,Male,Food and beverages,4,253.26,2/20/2019,Cash
592-34-6155,Naypyitaw,Normal,Male,Food and beverages,4,133.434,1/14/2019,Ewallet
797-88-0493,Yangon,Normal,Female,Health and beauty,4,269.934,3/26/2019,Cash
207-73-1363,Mandalay,Normal,Male,Health and beauty,2,145.971,3/1/2019,Ewallet
390-31-6381,Naypyitaw,Normal,Male,Food and beverages,3,85.743,1/7/2019,Cash
443-82-0585,Yangon,Member,Female,Health and beauty,4,326.256,2/1/2019,Cash
339-18-7061,Naypyitaw,Member,Female,Fashion accessories,2,195.258,2/13/2019,Credit card
359-90-3665,Mandalay,Member,Female,Fashion accessories,4,75.936,1/14/2019,Credit card
375-72-3056,Mandalay,Normal,Male,Sports and travel,3,198.639,1/19/2019,Ewallet
127-47-6963,Yangon,Normal,Male,Health and beauty,4,217.182,3/9/2019,Credit card
278-86-2735,Yangon,Normal,Female,Food and beverages,3,164.871,3/27/2019,Cash
695-28-6250,Yangon,Normal,Female,Sports and travel,5,226.065,2/4/2019,Ewallet
379-17-6588,Naypyitaw,Normal,Male,Fashion accessories,10,625.905,3/14/2019,Cash
227-50-3718,Yangon,Normal,Male,Health and beauty,5,76.755,3/4/2019,Cash
302-15-2162,Naypyitaw,Member,Male,Health and beauty,6,293.139,3/3/2019,Credit card
788-07-8452,Naypyitaw,Member,Female,Home and lifestyle,7,178.164,1/27/2019,Ewallet
560-49-6611,Yangon,Member,Female,Sports and travel,1,47.859,2/7/2019,Cash
880-35-0356,Yangon,Member,Female,Sports and travel,3,236.88,2/5/2019,Ewallet
585-11-6748,Mandalay,Member,Male,Sports and travel,3,304.92,3/15/2019,Cash
470-31-3286,Mandalay,Normal,Male,Health and beauty,3,46.683,3/1/2019,Credit card
152-68-2907,Yangon,Normal,Male,Food and beverages,3,164.43,2/15/2019,Credit card
123-35-4896,Naypyitaw,Normal,Female,Sports and travel,9,440.937,2/17/2019,Ewallet
258-69-7810,Naypyitaw,Normal,Female,Fashion accessories,5,193.4625,1/26/2019,Cash
334-64-2006,Yangon,Member,Female,Home and lifestyle,2,147.672,3/24/2019,Ewallet
219-61-4139,Naypyitaw,Normal,Male,Electronic accessories,1,87.234,1/23/2019,Ewallet
881-41-7302,Naypyitaw,Normal,Female,Fashion accessories,1,68.2395,1/26/2019,Credit card
373-09-4567,Naypyitaw,Normal,Male,Food and beverages,10,814.38,3/14/2019,Ewallet
642-30-6693,Mandalay,Normal,Female,Sports and travel,6,343.413,3/17/2019,Ewallet
484-22-8230,Naypyitaw,Member,Female,Fashion accessories,7,381.3915,1/8/2019,Cash
830-58-2383,Mandalay,Normal,Male,Home and lifestyle,4,133.35,2/8/2019,Cash
559-98-9873,Yangon,Member,Female,Fashion accessories,7,394.3275,2/10/2019,Ewallet
544-32-5024,Naypyitaw,Member,Female,Food and beverages,4,209.118,3/28/2019,Credit card
318-12-0304,Yangon,Normal,Male,Fashion accessories,1,32.1405,1/23/2019,Ewallet
349-97-8902,Mandalay,Member,Male,Food and beverages,2,121.569,1/17/2019,Ewallet
